price_level,address_verified,has_website,has_email,has_social,has_phone,socials_count,instagram_engagement_rate,reviews_count_30d,reviews_count_90d,beam_velocity_reviews_per_month,sentiment_avg,sentiment_positive_pct_360d,sentiment_negative_pct_360d,log_reviews_total_count,log_instagram_followers,log_instagram_post_count,log_reviews_count_360d,log_website_domain_age,review_recency_ratio,has_description,description_length,tag_dine_in,tag_takeout,tag_delivery,tag_drive_through,tag_curbside,tag_alcohol,tag_beer,tag_cocktails,tag_coffee,tag_late_night_food,tag_comfort_food,tag_vegan_options,tag_vegetarian_options,tag_breakfast,tag_brunch,tag_lunch,tag_dinner,tag_dessert,tag_seating,tag_catering,tag_casual,tag_cozy,tag_upscale,tag_lively,tag_quiet,tag_historic,tag_romantic,tag_trendy,tag_bar_onsite,tag_live_music,tag_outdoor_seating,tag_wifi,tag_restroom,tag_parking,tag_credit_cards,tag_debit_cards,tag_cash_only,tag_nfc_mobile_payments,tag_fast_service,tag_great_cocktails,tag_great_beer_selection,tag_groups,tag_tourists,tag_families,tag_locals,tag_kids_menu,tag_high_chairs,tag_good_for_kids,has_menu_link,has_order_links,has_reservation_link,sentiment_trend_num,category_count,cat_restaurant,cat_american_restaurant,cat_pizza_restaurant,cat_fast_food_restaurant,cat_bar,cat_italian_restaurant,cat_sandwich_shop,cat_takeout_restaurant,cat_caterer,cat_bar_&_grill,cat_breakfast_restaurant,cat_family_restaurant,cat_mexican_restaurant,cat_hamburger_restaurant,cat_seafood_restaurant,rating
2,1,1,1,1,1,5,0.03,0.0,0.0,0.0,0.4061,0.0,100.0,4.718498871295094,14.180754185651939,7.415776975415394,1.0986122886681096,9.308917935337178,0.0,1,97,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0.0,5,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1.88
2,1,1,1,1,1,5,0.03,0.0,1.0,2.0,0.3511,0.0,100.0,4.442651256490317,14.180754185651939,7.415776975415394,0.6931471805599453,9.308917935337178,0.011904761904761904,1,97,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0.0,5,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1.69
2,1,1,1,1,1,5,0.03,0.0,1.0,1.0,-0.1028,100.0,0.0,3.9512437185814275,14.180754185651939,7.415776975415394,1.0986122886681096,9.309008543772885,0.0196078431372549,1,97,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0.0,5,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1.53
2,1,1,1,1,1,5,0.03,0.0,2.0,2.0,0.4959,100.0,0.0,4.875197323201151,14.180754185651939,7.415776975415394,1.0986122886681096,9.309008543772885,0.015384615384615385,1,97,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0.0,5,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1.91
2,1,1,1,1,1,5,0.03,0.0,2.0,3.0,0.5268,0.0,100.0,4.465908118654584,14.180754185651939,7.415776975415394,1.0986122886681096,9.309008543772885,0.023255813953488372,1,97,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0.0,5,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2.85
1,1,1,1,1,1,5,0.03,0.0,1.0,1.0,0.5341,80.0,20.0,5.594711379601839,14.180754185651939,7.415776975415394,2.3978952727983707,9.308917935337178,0.0037313432835820895,1,97,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0.0,5,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2.45
0,1,0,1,0,1,0,1.01,0.0,0.0,,0.5943,80.7,14.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
2,1,1,1,1,1,1,1.01,0.0,11.0,1.0,0.7836,86.84,13.16,6.297109319933935,0.0,0.0,3.6635616461296463,8.21554741194707,0.02029520295202952,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.92
2,1,1,1,1,1,6,27.16,0.0,0.0,1.0,0.8563,100.0,0.0,5.093750200806762,9.714866193593645,6.767343125265392,1.0986122886681096,9.240966565517944,0.0,1,98,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0.0,5,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,3.04
0,1,1,1,0,1,0,1.01,0.0,0.0,,0.2729,80.7,14.05,6.282266746896006,0.0,0.0,0.0,9.046762057999363,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37
2,1,1,1,1,1,1,1.01,0.0,3.0,2.0,0.2806,60.0,0.0,5.14166355650266,0.0,0.0,2.3978952727983707,8.350902451694811,0.01764705882352941,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79
2,1,1,1,0,1,0,1.01,0.0,0.0,,0.906,80.7,14.05,0.6931471805599453,0.0,0.0,0.0,7.721348612617949,0.0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2,1,1,1,1,1,8,0.29,0.0,3.0,1.0,0.5236,100.0,0.0,6.635946555686647,13.69334405393293,7.299797366758161,2.1972245773362196,9.31982238259318,0.003942181340341655,1,100,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06
1,1,1,1,1,1,8,0.29,0.0,1.0,5.0,0.6016,91.67,8.33,6.717804695023691,13.69334405393293,7.299797366758161,2.5649493574615367,9.319732748747379,0.0012106537530266344,1,100,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1
2,1,1,1,1,1,4,38.18,0.0,0.0,0.0,0.385,80.7,14.05,5.583496308781699,5.575949103146316,4.060443010546419,0.0,8.837536046107568,0.0,1,80,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.52
1,1,0,1,0,1,0,1.01,0.0,0.0,0.0,0.769,100.0,0.0,6.059123195581797,0.0,0.0,1.791759469228055,0.0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.35
1,1,1,1,1,1,6,0.27,0.0,1.0,2.0,0.9354,100.0,0.0,4.804021044733257,8.980172205725008,7.617759576608505,2.3978952727983707,9.203517146628057,0.008264462809917356,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31
1,1,1,1,1,1,1,1.01,0.0,1.0,1.0,0.444,68.09,17.02,4.1588830833596715,0.0,0.0,3.8712010109078907,5.796057750765372,0.015873015873015872,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08
1,1,1,1,1,1,3,15.0,0.0,9.0,2.0,0.6221,100.0,0.0,6.306275286948016,1.791759469228055,3.5553480614894135,2.833213344056216,7.944492163932159,0.016453382084095063,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0.0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.29
2,1,1,1,1,1,5,0.77,0.0,0.0,0.0,0.3512,0.0,100.0,5.1647859739235145,14.914637714065396,8.366137716496281,0.6931471805599453,9.309189736018352,0.0,1,97,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0.0,5,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1.93
1,1,1,1,1,1,2,1.01,0.0,0.0,0.0,0.4971,100.0,0.0,1.791759469228055,0.0,0.0,0.6931471805599453,9.376701909191407,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2,1,1,1,1,1,4,4.15,0.0,10.0,5.0,0.8878,100.0,0.0,7.208600337960199,6.415096959171596,3.367295829986474,3.4339872044851463,8.795884972029885,0.007407407407407408,1,98,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0.0,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2.38
1,1,1,1,1,1,1,1.01,0.0,1.0,1.0,0.3392,0.0,100.0,2.833213344056216,0.0,0.0,0.6931471805599453,3.713572066704308,0.0625,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
2,1,1,1,1,1,4,0.16,0.0,10.0,5.0,0.9376,95.92,4.08,5.814130531825066,12.52750375802833,8.129469764784231,3.912023005428146,9.25569607369698,0.029940119760479042,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0.0,7,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0.7
1,1,1,1,1,1,4,0.92,0.0,20.0,2.0,0.5945,81.67,15.0,8.119100837637486,12.614300600127265,7.57198844937744,4.795790545596741,9.19634286233233,0.005957700327673518,1,96,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0.0,5,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,4.09
2,1,0,1,0,1,0,1.01,0.0,2.0,1.0,0.756,100.0,0.0,6.1675164908883415,0.0,0.0,1.791759469228055,0.0,0.004201680672268907,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.39
2,1,1,1,1,1,6,8.47,0.0,1.0,3.0,0.6545,77.78,22.22,7.232010331664759,4.912654885736052,5.823045895483019,3.828641396489095,9.30301070681749,0.000723589001447178,1,89,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0.0,8,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2.9
2,1,1,1,1,1,6,3.31,0.0,9.0,1.0,0.6071,68.09,29.79,7.415776975415394,9.770241833388766,5.68697535633982,3.8712010109078907,9.30301070681749,0.005418422636965683,1,89,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0.0,8,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3.17
2,1,1,1,1,1,7,1.58,0.0,1.0,1.0,0.1244,0.0,100.0,4.330733340286331,13.547560522081913,6.675823221634848,0.6931471805599453,9.271435471335993,0.013333333333333334,1,70,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
2,1,1,1,1,1,3,0.06,2.0,5.0,2.0,0.5283,93.75,6.25,7.371489295214277,12.470473296692585,8.063062911326792,3.4965075614664802,9.307194813340065,0.0031466331025802393,1,99,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0.0,4,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.16
2,1,1,1,1,1,1,1.01,0.0,4.0,2.0,0.5769,50.0,50.0,4.962844630259907,0.0,0.0,1.6094379124341003,7.182352111885263,0.028169014084507043,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.07
2,1,1,1,1,1,1,1.01,0.0,3.0,3.0,0.3724,20.0,80.0,5.043425116919247,0.0,0.0,1.791759469228055,7.63433723562832,0.01948051948051948,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
4,1,1,1,1,1,4,1.06,0.0,7.0,3.0,0.6022,92.86,7.14,3.367295829986474,8.801770448914539,6.61472560020376,2.70805020110221,7.591357046698551,0.25,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41
2,1,1,1,1,1,6,0.77,0.0,4.0,1.0,0.642,100.0,0.0,4.90527477843843,12.679535908336321,7.643003635560718,1.791759469228055,9.24116051431607,0.029850746268656716,1,98,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,5,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0.18
2,1,1,1,0,1,0,1.01,0.0,4.0,5.0,0.4018,72.73,27.27,6.257667587882639,0.0,0.0,2.4849066497880004,7.502738210754851,0.007677543186180422,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0.0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.02
2,1,0,1,0,1,0,1.01,0.0,5.0,5.0,0.4233,90.91,9.09,5.793013608384144,0.0,0.0,2.4849066497880004,0.0,0.01529051987767584,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0.0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.72
2,1,1,1,1,1,1,1.01,0.0,2.0,2.0,0.4943,100.0,0.0,5.910796644040527,0.0,0.0,1.0986122886681096,7.047517221357296,0.005434782608695652,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.01
1,1,1,1,1,1,8,0.05,0.0,5.0,1.0,-0.055,25.0,75.0,6.313548046277095,14.49712043910229,6.045005314036012,3.6109179126442243,9.34731582700326,0.009074410163339383,1,67,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0.0,4,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.4
2,1,1,1,1,1,3,0.28,0.0,4.0,2.0,0.3422,71.43,28.57,6.669498089857879,14.474692391710223,6.703188113240863,2.0794415416798357,9.258654232254733,0.005082592121982211,1,82,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.78
1,1,1,1,1,1,9,1.01,0.0,6.0,2.0,0.1462,50.0,50.0,6.695798917058491,14.49712043910229,6.045005314036012,2.3978952727983707,9.34731582700326,0.007425742574257425,1,67,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0.0,4,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.47
2,1,1,1,1,1,4,2.28,0.0,7.0,1.0,0.64,72.73,27.27,6.393590753950631,7.769378609513984,6.054439346269371,2.4849066497880004,8.420241665339788,0.011725293132328308,1,92,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.56
2,1,1,1,1,1,4,54.92,0.0,9.0,1.0,0.7822,81.82,13.64,7.188412736496954,9.014690384970896,7.67368812926773,4.48863636973214,7.569411792450712,0.006802721088435374,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.96
2,1,1,1,1,1,3,8.43,0.0,14.0,9.0,0.3079,42.86,57.14,8.096817470572319,7.197435354096591,5.278114659230518,3.58351893845611,7.581209826196346,0.0042643923240938165,1,100,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3
2,1,1,1,0,1,0,1.01,0.0,5.0,2.0,0.6383,82.14,17.86,7.457609289715606,0.0,0.0,3.367295829986474,8.305484017727691,0.002886836027713626,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51
1,1,1,1,1,1,2,1.01,0.0,20.0,1.0,0.4352,74.77,7.21,5.159055299214529,0.0,0.0,4.718498871295094,6.118097198041348,0.11560693641618497,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66
2,1,1,1,1,1,8,0.05,0.0,7.0,3.0,0.0414,60.0,40.0,7.113142108707088,14.49712043910229,6.045005314036012,2.772588722239781,9.34731582700326,0.0057049714751426246,1,67,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.64
2,1,1,1,1,1,3,1.01,0.0,1.0,1.0,0.525,77.78,22.22,4.762173934797756,0.0,0.0,2.302585092994046,9.324650718153594,0.008620689655172414,1,98,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2,1,1,1,1,1,3,0.47,0.0,1.0,2.0,0.6531,88.89,11.11,4.927253685157205,8.382975849296429,7.257707677160043,2.302585092994046,7.7057128238944275,0.0072992700729927005,1,92,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0.0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2.33
1,1,1,1,1,1,1,1.01,0.0,0.0,0.0,0.4565,63.64,36.36,5.198497031265826,0.0,0.0,2.4849066497880004,9.268609280100158,0.0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67
1,1,0,1,0,1,0,1.01,0.0,0.0,,0.5943,80.7,14.05,3.4965075614664802,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34
3,1,0,1,0,0,0,1.01,0.0,0.0,,0.4493,80.7,14.05,5.796057750765372,0.0,0.0,0.0,0.0,0.0,1,95,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.79
0,1,1,1,1,1,1,1.01,0.0,0.0,0.0,0.5304,0.0,0.0,1.0986122886681096,0.0,0.0,0.6931471805599453,5.424950017481403,0.0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1,1,0,1,0,0,0,1.01,0.0,0.0,0.0,0.2865,100.0,0.0,1.9459101490553132,0.0,0.0,0.6931471805599453,0.0,0.0,1,85,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2,1,1,1,0,1,0,1.01,0.0,3.0,0.0,0.6337,68.42,26.32,6.137727054086234,0.0,0.0,4.060443010546419,9.215327913487222,0.006493506493506494,1,52,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.0
1,1,1,1,1,1,6,1.82,0.0,3.0,1.0,0.5303,70.0,30.0,6.583409222158765,12.90129517107118,6.218600119691729,2.3978952727983707,9.267098705794792,0.004155124653739612,1,92,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0.0,6,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.07
2,1,1,1,1,1,8,1.82,0.0,1.0,1.0,0.5513,84.62,15.38,6.930494765951626,12.90129517107118,6.218600119691729,2.639057329615259,9.267004219093725,0.0009784735812133072,1,92,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0.0,6,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.15
2,1,0,1,0,1,0,1.01,0.0,0.0,0.0,0.7277,100.0,0.0,4.430816798843313,0.0,0.0,1.9459101490553132,0.0,0.0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.21
